"filename", "language", "JSON", "TypeScript", "JavaScript", "Ignore", "JSON with Comments", "Prisma", "MS SQL", "comment", "blank", "total"
"/home/bibek/Projects/Rapid-Room/server/prisma/migrations/20250121163740_payment_added/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 6, 12, 5, 23
"/home/bibek/Projects/Rapid-Room/server/prisma/migrations/20250121181957_update_foreservation/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 5, 11, 2, 18
"/home/bibek/Projects/Rapid-Room/server/prisma/migrations/20250129084935_added_longitude_latitude_and_unique_in_review/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 3, 8, 2, 13
"/home/bibek/Projects/Rapid-Room/server/prisma/migrations/20250206011312_hotel_change/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 32, 20, 6, 58
"/home/bibek/Projects/Rapid-Room/server/prisma/migrations/20250216014344_added_hotel_draft/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 1, 1, 1, 3
"/home/bibek/Projects/Rapid-Room/server/prisma/migrations/20250226154844_added_admin_schema/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 19, 2, 2, 23
"/home/bibek/Projects/Rapid-Room/server/prisma/migrations/20250227174006_gov_id_and_ph_number_made_bigint/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 2, 1, 1, 4
"/home/bibek/Projects/Rapid-Room/server/prisma/migrations/20250324234244_htl/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 11, 14, 4, 29
"/home/bibek/Projects/Rapid-Room/server/prisma/migrations/20250326231235_n/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 6, 10, 4, 20
"/home/bibek/Projects/Rapid-Room/server/prisma/migrations/20250329233330_addreviewandrtingtotal/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 2, 1, 1, 4
"/home/bibek/Projects/Rapid-Room/server/prisma/migrations/20250331010320_init/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 5, 8, 5, 18
"/home/bibek/Projects/Rapid-Room/server/prisma/migrations/20250401072823_update_hotel_types/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 10, 8, 2, 20
"/home/bibek/Projects/Rapid-Room/server/prisma/migrations/20250401073451_update_hotel_amenities/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 23, 16, 1, 40
